Seq	SIMBAD_ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	L	eL1	eL2	Meta	eMeta1	eMeta2	logg	elogg1	elogg2	rho	erho1	erho2	cutoff	class	type	pla	catalog	e_M	e_R	e_Teff	e_L	mode
818	KIC8696343	1.119	0.061057350089895	0.061057350089895	1.183	0.0341760149812701	0.0332415402771893	6178	65	65	1.909	0.162372778192266	0.162372778192266	-0.056	0.099	0.099	4.341	0.0186815416922694	0.0196468827043885	0.6768	0.0335803942948858	0.033709544360611	3.7444372	MS	F	NA	serenelli17	5.45642091956166	2.84943175225949	1.05212042732276	8.5056457932041	A
819	KIC8702606	1.278	0.0573846669416143	0.0604400529450463	2.476	0.0480104155366312	0.0517397332811061	5511	85	85	5.454	0.501818792648633	0.501818792648633	-0.17	0.1	0.1	3.754	0.0058309518948453	0.0058309518948453	0.08415	0.00136656272816143	0.00135620977728374	4.1816557	PMS	G	NA	serenelli17	4.60973082498672	2.01434064656174	1.54236980584286	9.20093129168744	A
820	KIC8738809	1.332	0.0438292140016222	0.041182520563948	2.163	0.0270185121722126	0.0262488094968134	6058	59	59	6.269	0.527974582093028	0.527974582093028	0.074	0.1	0.1	3.892	0.00781024967590665	0.00707106781186548	0.1317	0.00233644883530541	0.00232950013736853	3.8230972	MS	F	NA	serenelli17	3.19113117738627	1.2313296733478	0.973918785077583	8.4219904624825	A
821	KIC8751420	1.34	0.06	0.07	2.74	0.06	0.06	5264	84	84	5.142	0.487162137946262	0.487162137946262	-0.15	0.09	0.09	3.689	0.007	0.007	0.0653	0.0014	0.0014	4.3435642	PMS	G	NA	C14bruntt	4.85074626865672	2.18978102189781	1.59574468085106	9.47417615609222	A
822	KIC8760414	0.8115	0.031	0.0186	1.0196	0.0097	0.0121	5873	77	77	1.208	0.052	0.052	-0.92	0.1	0.1	4.3293	0.0047	0.0063	0.76353526027981	0.0133712094311484	0.00955045806405795	3.9443647	MS	G	NA	silva17	3.05606900800986	1.0690466849745	1.31108462455304	4.3046357615894	A
823	KIC8776961	1.065	0.0531413210223457	0.0512640224719052	1.676	0.034	0.034	5777	72	72	2.977	0.266738425847769	0.266738425847769	-0.126	0.1	0.1	4.017	0.00894427190999916	0.0098488578017961	0.2264	0.0062512178813412	0.00615369360628233	4.0072927	MS	G	NA	serenelli17	4.90165931897891	2.02863961813842	1.24632162021811	8.95997399555824	A
824	KIC8802782	1.44	0.155595629758679	0.0772334124585985	2.359	0.11610770861575	0.100319489631876	6089	68	68	8.073	0.665018024377498	0.665018024377498	0.254	0.1	0.1	3.851	0.0230867927612304	0.0240831891575846	0.1095	0.00983823281895687	0.00963059754117054	3.8027767	MS	F	NA	serenelli17	8.08434174365548	4.58726575344693	1.11676794219084	8.23755759169451	A
825	KIC8817551	1.303	0.0532259335286851	0.0559464029227975	2.351	0.0732461603089199	0.0684105255059483	5720	57	57	6.694	0.582658133947912	0.582658133947912	0.03	0.1	0.1	3.808	0.0170880074906351	0.0180277563773199	0.09977	0.00673752365487499	0.0065217032284519	4.0446562	PMS	G	NA	serenelli17	4.18926847473072	3.0126900428513	0.996503496503496	8.70418485132823	A
826	KIC8822366	1.12	0.08	0.08	1.59	0.05	0.05	6034	92	92	3.035	0.285608735983054	0.285608735983054	-0.122	0.0721110255092798	0.0721110255092798	NA	NA	NA	0.278389318940416	0.0149137135146652	0.0149137135146652	3.8388292	MS	F	p	huber13	7.14285714285714	3.14465408805031	1.52469340404375	9.41050200932633	A
827	KIC8866102	1.228	0.042	0.04	1.357	0.012	0.015	6325	75	75	2.753	0.13	0.13	-0.005	0.0721110255092798	0.0721110255092798	4.262	0.007	0.008	0.493572899652013	0.00710176834031674	0.00781194517434841	3.6480787	MS	F	p	silva15	3.33876221498371	0.994841562269713	1.18577075098814	4.72212132219397	A
828	KIC8868481	1.301	0.0577754273026172	0.0586941223633168	2.451	0.0766550715869472	0.0718401002226472	5779	67	67	NA	NA	NA	-0.095	0.1	0.1	3.772	0.0158113883008419	0.0167630546142402	0.088	0.00553124443502545	0.00532381160448038	4.0059817	PMS	G	p	serenelli17	4.47615486802206	3.02927727069756	1.15937013324105	100	A
829	KIC8915084	1.131	0.105118980208143	0.0742024258363566	1.501	0.0433820239269677	0.0372155881318568	5817	60	60	2.713	0.229036117736117	0.229036117736117	0.09	0.1	0.1	4.141	0.0152643375224737	0.014422205101856	0.3364	0.0101268447702135	0.0100400382469391	3.9810727	MS	G	NA	serenelli17	7.92755994891688	2.68479720382493	1.03145951521403	8.44217168212742	A
830	KIC8938364	1.037	0.0487954915950234	0.0494974746830583	1.376	0.02343074902772	0.02343074902772	5965	62	62	1.866	0.164602038573962	0.164602038573962	-0.18	0.1	0.1	4.176	0.00781024967590665	0.00781024967590665	0.3973	0.00509492737926656	0.004994262584206	3.8840587	MS	G	NA	serenelli17	4.7392944203511	1.70281606306104	1.03939647946354	8.82111675101618	A
831	KIC8940939	1.095	0.0863133825081603	0.0658027355054484	1.458	0.0563560112144215	0.0485489443757534	6343	58	58	5.227	0.440074512251665	0.440074512251665	-0.402	0.1	0.1	4.149	0.014142135623731	0.014142135623731	0.3518	0.0204276904225612	0.0205894544852456	3.6362797	MS	F	NA	serenelli17	6.94594146180862	3.59756363477966	0.91439381995901	8.41925602165037	A
832	KIC8950146	1.237	0.0546717477313466	0.0610327780786685	1.33	0.0322024843762092	0.0322024843762092	6374	60	60	2.588	0.214813087204816	0.214813087204816	-0.014	0.101	0.101	4.282	0.0143178210632764	0.0143178210632764	0.5263	0.023450999211121	0.0257546998429413	3.6159592	MS	F	NA	serenelli17	4.67681995998444	2.42123942678265	0.94132412927518	8.3003511284705	A
833	KIC8952800	1.293	0.0662193325245732	0.0632455532033676	2.014	0.0486004115208915	0.045453272709454	6122	55	55	5.939	0.50748463091393	0.50748463091393	0.03	0.1	0.1	3.941	0.010770329614269	0.010770329614269	0.1581	0.00568207937290566	0.00562222989569085	3.7811452	MS	F	NA	serenelli17	5.0063760915677	2.3349971258775	0.898399215942502	8.54495084886226	A
834	KIC8956017	1.497	0.0746525284233562	0.0746525284233562	1.881	0.0771621668954417	0.0724499827467198	6605	86	86	5.943	0.482317728986627	0.482317728986627	0.128	0.1	0.1	4.063	0.0243310501211929	0.0253179778023443	0.2239	0.0205113511256572	0.019435872118328	3.4645387	MS	F	NA	serenelli17	4.98680884591558	3.97693114412976	1.30204390613172	8.11572823467318	A
835	KIC8981766	1.38	0.11	0.09	1.82	0.05	0.05	6237	72	72	14.37	1.34284437137607	1.34284437137607	-0.18	0.25	0.25	4.059	0.014	0.015	0.2294	0.0093	0.009	3.7057627	MS	F	NA	C14sdss	7.2463768115942	2.74725274725275	1.15440115440115	9.34477641876182	A
836	KIC9005973	1.122	0.0743034319530397	0.0691158447825099	1.452	0.0384837628097877	0.0375765884561119	6131	57	57	2.539	0.214719268567862	0.214719268567862	-0.128	0.1	0.1	4.164	0.0143178210632764	0.0152315462117278	0.3667	0.0159856368030804	0.0142177278072131	3.7752457	MS	F	NA	serenelli17	6.39123336611184	2.61915810144282	0.929701516881422	8.45684397667831	A
837	KIC9025370	0.956	0.0405215991787096	0.0414849370253831	0.997	0.0148660687473185	0.0158113883008419	5659	73	73	1.574	0.141076619597965	0.141076619597965	-0.033	0.1	0.1	4.42	0.00761577310586391	0.00761577310586391	0.9631	0.00965902774610364	0.00860266993438665	4.0846417	MS	G	NA	serenelli17	4.28904478054878	1.5384883173601	1.28998056193674	8.9629364420562	A
838	KIC9026479	1.187	0.0551543289325507	0.0645135644651572	2.303	0.0572712842531054	0.0590931468107766	5601	69	69	5.405	0.486878375744003	0.486878375744003	-0.217	0.101	0.101	3.785	0.00948683298050514	0.00948683298050514	0.09685	0.0032532840330964	0.00321039888487397	4.1226607	PMS	G	NA	serenelli17	5.04077057277624	2.52636628449592	1.23192287091591	9.00792554567998	A
839	KIC9026685	1.073	0.047927027865287	0.047927027865287	1.737	0.0313049516849971	0.0313049516849971	5618	58	58	2.913	0.28128605729995	0.28128605729995	0.007	0.1	0.1	3.988	0.0094339811320566	0.0094339811320566	0.2046	0.0051410237307369	0.00519376260527953	4.1115172	PMS	G	NA	serenelli17	4.46663819806962	1.80224246891175	1.03239587041652	9.65623265705287	A
840	KIC9049593	1.157	0.0892020179143947	0.0976217188949262	1.414	0.0528015151297763	0.0520096144957834	5788	59	59	2.614	0.217129480850223	0.217129480850223	0.202	0.1	0.1	4.197	0.019313207915828	0.019313207915828	0.4067	0.0247795419852749	0.0243676363441348	4.0000822	MS	G	NA	serenelli17	8.07362734698881	3.70619270245968	1.01935038009675	8.30640707154641	A
841	KIC9051235	1.251	0.0554616984954482	0.0581807528311554	2.062	0.108503456166152	0.0966902270139025	5669	65	65	5.985	0.515277718811807	0.515277718811807	0.207	0.1	0.1	3.905	0.0302654919008431	0.0322490309931942	0.1418	0.0165375512092934	0.0175104140442195	4.0780867	PMS	G	NA	serenelli17	4.54206440154291	4.97559852521955	1.14658669959428	8.60948569443287	A
842	KIC9073645	1.373	0.0777946013551069	0.0702922470831599	2.342	0.0876641317757725	0.0796492310069595	6438	64	64	8.356	0.740955343971847	0.740955343971847	-0.152	0.1	0.1	3.836	0.021377558326432	0.021377558326432	0.1067	0.00807956337000955	0.00786723815897294	3.5740072	MS	F	NA	serenelli17	5.39282040925953	3.57201884677054	0.994097545821684	8.8673449493998	A
843	KIC9073950	1.352	0.0921791733527699	0.0878179936004006	3.841	0.0900499861188218	0.0883232698670062	5281	70	70	10.29	0.990584908537698	0.990584908537698	-0.166	0.101	0.101	3.399	0.00894427190999916	0.00894427190999916	0.02387	0.000286123924200686	0.000286461952098355	4.3324207	PMS	G	NA	serenelli17	6.65669996128589	2.32196375925316	1.32550653285363	9.62667549599318	A
844	KIC9088780	1.27	0.11	0.11	7.48	0.25	0.25	4854	97	97	27.95	3.62368927581985	3.62368927581985	-0.134	0.0721110255092798	0.0721110255092798	NA	NA	NA	0.00304665861799588	7.10176834031674e-05	7.10176834031674e-05	4.6123192	PMS	K	p	huber13	8.66141732283465	3.34224598930481	1.99835187474248	12.9648990190335	A
845	KIC9093289	1.237	0.0558659108938537	0.0682422156732913	1.448	0.0326955654485436	0.0336154726279432	6285	57	57	3.143	0.279932795330638	0.279932795330638	-0.011	0.1	0.1	4.207	0.0143178210632764	0.0152315462117278	0.4056	0.0191918096072257	0.0161968532746333	3.6742987	MS	F	NA	serenelli17	5.01649662761297	2.28974578993394	0.906921241050119	8.90654773562323	A
846	KIC9098294	1.055	0.0399249295553543	0.0380788655293195	1.174	0.0161245154965971	0.0152643375224737	6020	51	51	1.46	0.123333430392102	0.123333430392102	-0.112	0.1	0.1	4.321	0.00670820393249937	0.00670820393249937	0.651	0.00549328034966358	0.00548577232484178	3.8480062	MS	F	NA	serenelli17	3.69686232628786	1.33683360387866	0.847176079734219	8.44749523233576	A
847	KIC9116461	1.208	0.0511077293567225	0.0537121960079831	1.251	0.0295465734053883	0.0295465734053883	6470	47	47	2.402	0.193508830913632	0.193508830913632	-0.116	0.1	0.1	4.324	0.0120415945787923	0.0130384048104053	0.6161	0.0261437877133364	0.0284005921769248	3.5530312	MS	F	NA	serenelli17	4.3385730697312	2.36183640330842	0.726429675425039	8.05615449265747	A
848	KIC9119139	1.098	0.0559016994374947	0.0559016994374947	1.753	0.0769025357189215	0.0710633520177595	5475	74	74	2.943	0.266231259436829	0.266231259436829	0.2	0.1	0.1	3.99	0.0253179778023443	0.0263058928759318	0.2031	0.0197599418015337	0.0192661698321176	4.2052537	PMS	G	NA	serenelli17	5.09122945696673	4.22036188638565	1.35159817351598	9.04625414328336	A
849	KIC9138680	1.416	0.0554436651025164	0.0554436651025164	2.477	0.0537121960079831	0.0528015151297763	5990	60	60	7.756	0.670259576550073	0.670259576550073	0.129	0.099	0.099	3.8	0.0126491106406735	0.0126491106406735	0.09307	0.00423311292077119	0.00407861802575333	3.8676712	MS	G	NA	serenelli17	3.91551307221161	2.15005472623657	1.0016694490818	8.64182022369873	A
850	KIC9139151	1.184	0.0466154480832267	0.0466154480832267	1.161	0.0147648230602334	0.0147648230602334	6134	48	48	1.742	0.147621486789559	0.147621486789559	0.045	0.1	0.1	4.381	0.00670820393249937	0.00670820393249937	0.7565	0.00537817459738897	0.00566082909121977	3.7732792	MS	F	NA	serenelli17	3.93711554756982	1.27173325238875	0.78252363873492	8.47425297299418	A
851	KIC9139163	1.33	0.0484148737476408	0.0445982062419555	1.538	0.0184390889145858	0.0176918060129541	6405	44	44	3.512	0.31227663476093	0.31227663476093	0.076	0.099	0.099	4.187	0.0058309518948453	0.0058309518948453	0.3656	0.0023042293722631	0.00247894695384956	3.5956387	MS	F	NA	serenelli17	3.49673233043595	1.17460646708517	0.68696330991413	8.8917037232611	A
852	KIC9143749	1.151	0.0574282160614449	0.0624339651151519	1.708	0.046518813398452	0.0456179789118282	6075	76	76	3.896	0.337951413225325	0.337951413225325	-0.122	0.101	0.101	4.033	0.0148660687473185	0.0148660687473185	0.2307	0.0114946015154941	0.0113678566141555	3.8119537	MS	F	NA	serenelli17	5.2068714672718	2.69721288964521	1.25102880658436	8.67431758791903	A
853	KIC9150095	1.452	0.169068033643264	0.167296144605905	4.277	0.21242645786248	0.216011573764	5028	68	68	9.209	0.899811285624093	0.899811285624093	0.095	0.1	0.1	3.336	0.0136014705087354	0.0136014705087354	0.01852	0.000958907049718585	0.000935213948783913	4.4982622	PMS	K	NA	serenelli17	11.5827885072028	5.00862791239747	1.35242641209228	9.77099886658804	A
854	KIC9158609	0.94	0.42	0.21	3.06	0.4	0.3	4964	85	85	5.921	0.592736337143044	0.592736337143044	0.28	0.1	0.2	3.465	0.057	0.058	0.0347	0.0059	0.0057	4.5402142	PMS	K	NA	C14sdss	33.5106382978723	11.437908496732	1.71232876712329	10.0107471228347	A
855	KIC9163769	1.315	0.0616198020120156	0.0586941223633168	1.537	0.0380131556174964	0.0371214223865412	6438	100	100	3.949	0.322075476813396	0.322075476813396	0.049	0.1	0.1	4.183	0.0167630546142402	0.0167630546142402	0.3616	0.0205551034052373	0.0188347597807883	3.5740072	MS	F	NA	serenelli17	4.574673930621	2.44419577111378	1.55327741534638	8.15587431788797	A
856	KIC9201604	1.495	0.141739197119216	0.142677959054649	3.433	0.120208152801713	0.122122888927506	5230	73	73	8.115	0.776570776243781	0.776570776243781	-0.045	0.1	0.1	3.54	0.0117046999107196	0.0136014705087354	0.03689	0.000722551515384197	0.000731150909446196	4.3658512	PMS	G	NA	serenelli17	9.51227947069782	3.52943550435798	1.39579349904398	9.56957210405152	A
857	KIC9202077	1.444	0.0914166286842826	0.167764716195033	1.981	0.0552268050859363	0.0704911341943084	6119	70	70	5.599	0.476347427377792	0.476347427377792	0.148	0.1	0.1	3.999	0.015	0.0174928556845359	0.1842	0.00574824503653072	0.00575770796411211	3.7831117	MS	F	NA	serenelli17	8.97442329914528	3.17309286421617	1.1439777741461	8.50772329662068	A
858	KIC9204313	1.018	0.0618546683767685	0.0586003412959345	1.508	0.0338378486313773	0.0330151480384384	5853	57	57	2.117	0.18289840254076	0.18289840254076	-0.158	0.1	0.1	4.088	0.0122065556157337	0.0122065556157337	0.2966	0.00888813709390219	0.00865733082422059	3.9574747	MS	G	NA	serenelli17	5.91625784247067	2.21661129541829	0.97385955920041	8.63950885879829	A
859	KIC9206432	1.567	0.0751664818918645	0.0672086303981862	1.569	0.0272029410174709	0.0212602916254693	6494	46	46	3.842	0.312534723193249	0.312534723193249	0.165	0.139	0.139	4.241	0.00707106781186548	0.00781024967590665	0.4052	0.00462673589045236	0.0048715374369905	3.5372992	MS	F	NA	serenelli17	4.54291998372849	1.54439874579159	0.708346165691407	8.13468826635213	A
860	KIC9225600	1.425	0.0729177618965366	0.0777946013551069	1.84	0.0441021541423999	0.0441021541423999	6262	56	56	4.758	0.411033863930155	0.411033863930155	0.219	0.1	0.1	4.061	0.012369316876853	0.012369316876853	0.2278	0.00908442672929888	0.00894940824859387	3.6893752	MS	F	NA	serenelli17	5.28815309654889	2.3968562033913	0.894282976684765	8.63879495439585	A
861	KIC9226926	1.39	0.05	0.04	1.64	0.03	0.03	6892	84	84	4.548	0.365619368849666	0.365619368849666	-0.23	0.09	0.09	4.151	0.013	0.012	0.3147	0.0126	0.0126	3.2764102	MS	F	NA	C14bruntt	3.23741007194245	1.82926829268293	1.2188044109112	8.03912420513778	A
862	KIC9266926	0.956	0.0535350352572967	0.0526972485050216	1.47	0.0367151195013716	0.0358468966578698	5971	63	63	2.318	0.198602336787427	0.198602336787427	-0.387	0.099	0.099	4.083	0.0120830459735946	0.0120830459735946	0.3007	0.0107270844594419	0.01056070627373	3.8801257	MS	G	NA	serenelli17	5.55608178673213	2.4680957877293	1.05509964830012	8.56783161291745	A
863	KIC9273544	1.14	0.12	0.12	1.55	0.07	0.07	6125	55	55	3.128	0.27169073554991	0.27169073554991	-0.22	0.15	0.15	4.112	0.013	0.013	0.3047	0.0139	0.0138	3.7791787	MS	F	NA	C14sdss	10.5263157894737	4.51612903225806	0.897959183673469	8.68576520300222	A
864	KIC9287845	1.589	0.0906035319399856	0.147627910640231	2.313	0.0939201788754685	0.0929731143933557	6488	62	62	8.928	0.762176079154507	0.762176079154507	0.131	0.1	0.1	3.905	0.0222036033111745	0.0231948270094864	0.1269	0.0106088840600697	0.0102340422610032	3.5412322	MS	F	NA	serenelli17	7.49626943298353	4.04006254364082	0.955610357583231	8.53691844931124	A
865	KIC9289275	1.349	0.0672681202353686	0.065299310869258	1.767	0.0268700576850888	0.0268700576850888	6227	48	48	4.012	0.342633039749413	0.342633039749413	0.092	0.1	0.1	4.073	0.00848528137423857	0.00921954445729289	0.2441	0.00305785627523597	0.00297652498729643	3.7123177	MS	F	NA	serenelli17	4.91354451833308	1.5206597444872	0.770836678978641	8.54020537760253	A
866	KIC9292130	1.347	0.0608769250208977	0.0595482997238376	2.176	0.0526972485050216	0.0502195181179589	6176	52	52	6.423	0.541940302001592	0.541940302001592	0.049	0.1	0.1	3.891	0.0117046999107196	0.0117046999107196	0.1304	0.0054667629361442	0.00528549685460128	3.7457482	MS	F	NA	serenelli17	4.47012712489738	2.3648154095354	0.841968911917098	8.43749497122205	A
867	KIC9328372	1.464	0.0706045324324154	0.0690289794216893	1.781	0.0705195008490559	0.0657875368135941	6572	80	80	6.039	0.521100979493793	0.521100979493793	0.16	0.1	0.1	4.101	0.0243310501211929	0.0253179778023443	0.2579	0.0236322448362402	0.0197703564965329	3.4861702	MS	F	NA	serenelli17	4.76890409337789	3.82669954134335	1.21728545343883	8.62892829100502	A
868	KIC9335972	1.23	0.13	0.2	2.18	0.11	0.16	5784	63	63	6.017	0.532923646081868	0.532923646081868	-0.04	0.15	0.15	3.847	0.01	0.01	0.1186	0.0078	0.0069	4.0027042	PMS	G	NA	C14sdss	13.4146341463415	6.19266055045872	1.08921161825726	8.85696603094346	A
869	KIC9353712	1.5089	0.0285	0.0209	2.1723	0.024	0.021	6278	77	77	6.985	0.275	0.223	-0.05	0.1	0.1	3.9435	0.0055	0.0066	0.147718201832256	0.00318443292379803	0.00333499041261274	3.6788872	MS	F	NA	silva17	1.63695407250315	1.03576854025687	1.2265052564511	3.5647816750179	A
870	KIC9353859	1.599	0.181024860171193	0.204707107839469	3.678	0.202272093972451	0.234303222342331	5284	85	85	8.54	0.799519345248097	0.799519345248097	-0.112	0.103	0.103	3.509	0.0111803398874989	0.0111803398874989	0.03208	0.00224068307442173	0.00196100322284284	4.3304542	PMS	G	NA	serenelli17	12.0616625394203	5.93495536045109	1.60862982588948	9.36205322304563	A
871	KIC9390670	1.37	0.071505244562899	0.0695269731830748	1.711	0.069462219947249	0.0648845127900333	6246	50	50	4.782	0.397738991301202	0.397738991301202	0.195	0.1	0.1	4.107	0.0241867732448957	0.0251793566240283	0.2734	0.0244420081212653	0.0239866496409982	3.6998632	MS	F	NA	serenelli17	5.14716123160488	3.92597114954069	0.80051232788985	8.31741930784613	A
872	KIC9394953	1.205	0.0590338885725818	0.0537587202228624	1.746	0.0393573373083089	0.0349857113690718	6018	65	65	3.682	0.317461913620585	0.317461913620585	0.076	0.1	0.1	4.034	0.014422205101856	0.0136014705087354	0.2262	0.00827911378107585	0.00800203936506188	3.8493172	MS	F	p	serenelli17	4.68019123632549	2.12895328400288	1.08009305417082	8.62199656764219	A
873	KIC9402223	1.46	0.25	0.13	2.6	0.15	0.11	6350	52	52	11.16	0.975636586344381	0.975636586344381	-0.08	0.2	0.15	3.776	0.016	0.016	0.0833	0.0041	0.0038	3.6316912	MS	F	NA	C14sdss	13.013698630137	5	0.818897637795276	8.74226331849804	A
874	KIC9410862	1.007	0.0434626276242015	0.0434626276242015	1.163	0.0178885438199983	0.0178885438199983	6230	53	53	1.834	0.158522908328121	0.158522908328121	-0.399	0.1	0.1	4.309	0.00761577310586391	0.00670820393249937	0.6391	0.00509895528515401	0.00531297016742989	3.7103512	MS	F	NA	serenelli17	4.31605040955327	1.53813790369719	0.850722311396469	8.64356097754203	A
875	KIC9414381	1.224	0.0496588360717405	0.0560802995712398	2.117	0.042154477816716	0.0449444101084885	5495	100	100	4.423	0.390407840856051	0.390407840856051	0.152	0.1	0.1	3.873	0.0098488578017961	0.0098488578017961	0.1289	0.00430056612552348	0.00425302245467855	4.1921437	PMS	G	NA	serenelli17	4.31940913574266	2.0571300879831	1.81983621474067	8.82676556310311	A
